B.1	0	1051844	2
B.1	0	1047717	2
B.1	0	2610853	2
B.1	0	6045604	2
B.1	0	4809176	2
B.1	0	8087471	2
B.1	0	1951652	2
B.1	0	3534026	0
B.1	0	2609945	0
B.1	0	331902	0
B.1	0	8063169	0
B.1	0	4888499	0
B.1	0	2728862	0
B.1	0	6058325	0
B.1	0	7553914	0
B.1	0	3679687	0
B.1	0	3033110	0
B.1	0	2981284	3
B.1	0	2315434	1
B.1	0	5029175	1
B.1	0	7017169	1
B.1	0	7126464	1
B.1	0	8047696	0
B.1	0	1964062	0
B.1	0	137778	0
B.1	0	1924124	1
B.1	0	8473820	0
B.1	0	8745333	0
B.1	0	2293376	0
B.1	0	5029214	1
B.1	0	3068588	2
B.1	0	5731453	1
B.1	0	1321261	0
B.1	0	7719	0
B.1	0	8439357	0
B.1	0	8160452	0
B.1	0	8232955	0
B.1	0	2733942	0
B.1	0	4231228	0
B.1	0	6557891	0
B.1	0	525669	0
B.1	0	8386688	0
B.1	0	2546357	0
B.1	0	6283611	0
B.1	0	7166482	0
B.1	0	4978787	0
B.1	0	5944325	0
B.1	0	3991271	0
B.1	0	4864427	0
B.1	0	1936903	0
B.1	0	8946	0
B.1	0	1545637	0
B.1	0	9153002	0
B.1	0	1166848	0
B.1	0	2382504	0
B.1	0	1850876	0
B.1	0	9046155	0
B.1	0	1479451	0
B.1	0	5562454	0
B.1	0	1249457	0
B.1	0	2042463	0
B.1	0	4440774	0
B.1	0	4990568	0
B.1	0	968493	0
B.1	0	8815722	0
B.1	0	7959701	0
B.1	0	4792966	0
B.1	0	6118127	0
B.1	0	1246253	0
B.1	0	4642314	0
B.1	0	1006884	0
B.1	0	3559908	0
B.1	0	6992879	0
B.1	0	3075288	0
B.1	0	3358688	0
B.1	0	8204242	0
B.1	0	9082688	0
B.1	0	3167096	0
B.1	0	236453	0
B.1	0	9102605	0
B.1	0	9295913	0
B.1	0	2610852	0
B.1	0	4577257	0
B.1	0	4018907	0
B.1	0	4173058	0
B.1	0	2981297	0
B.1	0	7259613	0
B.1	0	8149234	0
B.1	0	5231999	2
B.1	0	8107881	2
B.1	0	3568466	1
B.1	0	5785442	2
B.1	0	521261	1
B.1	0	7523566	0
B.1	0	3458603	1
B.1	0	6777784	0
B.1	0	3383625	1
B.1	0	5817236	0
B.1	0	6705791	0
B.1	0	8854094	1
B.1	0	7636039	1
B.1	0	8167942	1
B.1	0	3953463	0
B.1	0	1042051	1
B.1	0	8291966	0
B.1	0	721362	0
B.1	0	24140	0
B.1	0	1746463	0
B.1	0	679460	0
B.1	0	190538	0
B.1	0	25230	0
B.1	0	5334066	0
B.1	0	3230116	0
B.1	0	7194420	0
B.1	0	86435	0
B.1	0	5303289	0
B.1	0	1569611	0
B.1	0	2122359	0
B.1	0	1899039	0
B.1	0	1569605	0
B.1	0	2122360	0
B.1	0	1863278	0
B.1	0	1171435	0
B.1	0	1175089	0
B.1	0	1592822	0
B.1	0	510911	0
B.1	0	7765008	0
B.1	0	30620	0
B.1	0	8908832	0
B.1	0	8900815	0
B.1	0	7437150	0
B.1	0	4631532	0
B.1	0	444970	0
B.1	0	151219	0
B.1	0	9008138	0
B.1	0	7474212	0
B.1	0	3738270	0
B.1	0	3738269	0
B.1	0	7556253	0
B.1	0	4308484	0
B.1	0	4308483	0
B.1	0	1065370	0
B.1	0	580216	0
B.1	0	2275578	0
B.10	0	8347242	3
B.10	0	2295309	0
B.10	0	1745298	2
B.10	0	6977779	0
B.10	0	8864259	1
B.10	0	248183	2
B.10	0	758888	0
B.10	0	805399	3
B.10	0	1693574	2
B.10	0	1693565	0
B.10	0	6477059	0
B.10	0	7528583	3
B.10	0	7743106	1
B.10	0	8093553	0
B.10	0	8977829	0
B.10	0	1064648	0
B.10	0	1064650	0
B.10	0	7787346	0
