B.1	Q0	1047717	1	2.1903831382483476	Tangent-S
B.1	Q0	5231999	2	2.112405984131171	Tangent-S
B.1	Q0	2610853	3	2.112405984131171	Tangent-S
B.1	Q0	8107881	4	2.015785315231425	Tangent-S
B.1	Q0	3568466	5	1.989350140442339	Tangent-S
B.1	Q0	5785442	6	1.9044691763994965	Tangent-S
B.1	Q0	521261	7	1.90411826909731	Tangent-S
B.1	Q0	7523566	8	1.8893155720320993	Tangent-S
B.1	Q0	3458603	9	1.8614459461697352	Tangent-S
B.1	Q0	6777784	10	1.824358417705911	Tangent-S
B.1	Q0	3383625	11	1.8224700737874096	Tangent-S
B.1	Q0	5817236	12	1.7924627410529463	Tangent-S
B.1	Q0	4809176	13	1.7855866910795275	Tangent-S
B.1	Q0	1951652	14	1.7794971485958675	Tangent-S
B.1	Q0	6705791	15	1.7724620920882073	Tangent-S
B.1	Q0	1051844	16	1.750202261979179	Tangent-S
B.1	Q0	8854094	17	1.7446836985879872	Tangent-S
B.1	Q0	7636039	18	1.7419815342064733	Tangent-S
B.1	Q0	8167942	19	1.7125276369223958	Tangent-S
B.1	Q0	3953463	20	1.7018562642496662	Tangent-S
B.1	Q0	8087471	21	1.7003548197344982	Tangent-S
B.1	Q0	6045604	22	1.6927638868418897	Tangent-S
B.1	Q0	1042051	23	1.6800686609225501	Tangent-S
B.1	Q0	7017169	24	1.6785342524211908	Tangent-S
B.1	Q0	7004993	25	1.6772969303201506	Tangent-S
B.1	Q0	7004994	26	1.6772969303201506	Tangent-S
B.1	Q0	6137798	27	1.661496032305011	Tangent-S
B.1	Q0	8107885	28	1.660350731135274	Tangent-S
B.1	Q0	1398267	29	1.6583031466869798	Tangent-S
B.1	Q0	6946029	30	1.6523433830176926	Tangent-S
B.1	Q0	2297141	31	1.64516368361227	Tangent-S
B.1	Q0	4095710	32	1.6436999198466327	Tangent-S
B.1	Q0	8601910	33	1.640098544111282	Tangent-S
B.1	Q0	5897768	34	1.6359288838006354	Tangent-S
B.1	Q0	5854862	35	1.6333888522345317	Tangent-S
B.1	Q0	5854861	36	1.6333888522345317	Tangent-S
B.1	Q0	6374652	37	1.6277155531531267	Tangent-S
B.1	Q0	3917523	38	1.6267347839223574	Tangent-S
B.1	Q0	7294140	39	1.6229754786531512	Tangent-S
B.1	Q0	3458611	40	1.6189088172898434	Tangent-S
B.1	Q0	7018033	41	1.6184577830843474	Tangent-S
B.1	Q0	6393931	42	1.6169435433551442	Tangent-S
B.1	Q0	2427312	43	1.6137002075458868	Tangent-S
B.1	Q0	8726790	44	1.6055127195498786	Tangent-S
B.1	Q0	6357667	45	1.6036135523562967	Tangent-S
B.1	Q0	8160194	46	1.6005844909595348	Tangent-S
B.1	Q0	168352	47	1.5928311580020387	Tangent-S
B.1	Q0	168351	48	1.5928311580020387	Tangent-S
B.1	Q0	9073193	49	1.589166179230007	Tangent-S
B.1	Q0	8044128	50	1.587473796227339	Tangent-S
B.1	Q0	5249737	51	1.5863760523562964	Tangent-S
B.1	Q0	9235819	52	1.580745731361502	Tangent-S
B.1	Q0	597029	53	1.5799331467490985	Tangent-S
B.1	Q0	6404582	54	1.5799331467490985	Tangent-S
B.1	Q0	8355636	55	1.5789169542219246	Tangent-S
B.1	Q0	286356	56	1.5774631053669943	Tangent-S
B.1	Q0	7890014	57	1.5771976660092044	Tangent-S
B.1	Q0	3285159	58	1.57492143196025	Tangent-S
B.1	Q0	4602059	59	1.574697590817835	Tangent-S
B.1	Q0	2869208	60	1.572438812611238	Tangent-S
B.1	Q0	2770791	61	1.562757051977437	Tangent-S
B.1	Q0	6741460	62	1.5588904767494556	Tangent-S
B.1	Q0	3265868	63	1.5515144727530077	Tangent-S
B.1	Q0	5539548	64	1.5467225132649356	Tangent-S
B.1	Q0	7755699	65	1.5445193691384962	Tangent-S
B.1	Q0	5846175	66	1.5388346590139235	Tangent-S
B.1	Q0	2656963	67	1.5343842767944398	Tangent-S
B.1	Q0	1923601	68	1.5320263250916262	Tangent-S
B.1	Q0	7215373	69	1.5251099975975713	Tangent-S
B.1	Q0	4173061	70	1.5123318535469106	Tangent-S
B.1	Q0	4447243	71	1.5122141815381829	Tangent-S
B.1	Q0	5410780	72	1.511612485875706	Tangent-S
B.1	Q0	7533775	73	1.5113142916964748	Tangent-S
B.1	Q0	2216120	74	1.508209950248756	Tangent-S
B.1	Q0	7126464	75	1.5045353426690484	Tangent-S
B.1	Q0	2973330	76	1.503323314278356	Tangent-S
B.1	Q0	6170315	77	1.500557064846891	Tangent-S
B.1	Q0	5103154	78	1.4988801987965559	Tangent-S
B.1	Q0	9126287	79	1.4976748245757294	Tangent-S
B.1	Q0	2315435	80	1.4976505202135773	Tangent-S
B.1	Q0	1823381	81	1.4967671666666664	Tangent-S
B.1	Q0	2656572	82	1.4848414912423962	Tangent-S
B.1	Q0	9023455	83	1.484272539016273	Tangent-S
B.1	Q0	2528922	84	1.4782584377199885	Tangent-S
B.1	Q0	6924828	85	1.477368430149908	Tangent-S
B.1	Q0	353920	86	1.4771819587965016	Tangent-S
B.1	Q0	8108769	87	1.4771819587965016	Tangent-S
B.1	Q0	8204242	88	1.4738204765645455	Tangent-S
B.1	Q0	1910027	89	1.4736586054044263	Tangent-S
B.1	Q0	7603826	90	1.4700095826102524	Tangent-S
B.1	Q0	1031027	91	1.4698332570556825	Tangent-S
B.1	Q0	386119	92	1.4671313319097263	Tangent-S
B.1	Q0	2350637	93	1.4671313319097263	Tangent-S
B.1	Q0	7149428	94	1.4612334796605206	Tangent-S
B.1	Q0	1467059	95	1.4612334796605206	Tangent-S
B.1	Q0	3310761	96	1.4543711443826282	Tangent-S
B.1	Q0	399588	97	1.450643227824807	Tangent-S
B.1	Q0	1216766	98	1.4506165385904743	Tangent-S
B.1	Q0	7632727	99	1.4499929920729626	Tangent-S
B.1	Q0	5279015	100	1.4481010202135773	Tangent-S
B.1	Q0	158949	101	1.4470861717196215	Tangent-S
