B.1	1051844	2
B.1	1047717	2
B.1	2610853	2
B.1	6045604	2
B.1	4809176	2
B.1	8087471	2
B.1	1951652	2
B.1	3534026	0
B.1	2609945	0
B.1	331902	0
B.1	8063169	0
B.1	4888499	0
B.1	2728862	0
B.1	6058325	0
B.1	7553914	0
B.1	3679687	0
B.1	3033110	0
B.1	2981284	3
B.1	2315434	1
B.1	5029175	1
B.1	7017169	1
B.1	7126464	1
B.1	8047696	0
B.1	1964062	0
B.1	137778	0
B.1	1924124	1
B.1	8473820	0
B.1	8745333	0
B.1	2293376	0
B.1	5029214	1
B.1	3068588	2
B.1	5731453	1
B.1	1321261	0
B.1	7719	0
B.1	8439357	0
B.1	8160452	0
B.1	8232955	0
B.1	2733942	0
B.1	4231228	0
B.1	6557891	0
B.1	525669	0
B.1	8386688	0
B.1	2546357	0
B.1	6283611	0
B.1	7166482	0
B.1	4978787	0
B.1	5944325	0
B.1	3991271	0
B.1	4864427	0
B.1	1936903	0
B.1	8946	0
B.1	1545637	0
B.1	9153002	0
B.1	1166848	0
B.1	2382504	0
B.1	1850876	0
B.1	9046155	0
B.1	1479451	0
B.1	5562454	0
B.1	1249457	0
B.1	2042463	0
B.1	4440774	0
B.1	4990568	0
B.1	968493	0
B.1	8815722	0
B.1	7959701	0
B.1	4792966	0
B.1	6118127	0
B.1	1246253	0
B.1	4642314	0
B.1	1006884	0
B.1	3559908	0
B.1	6992879	0
B.1	3075288	0
B.1	3358688	0
B.1	8204242	0
B.1	9082688	0
B.1	3167096	0
B.1	236453	0
B.1	9102605	0
B.1	9295913	0
B.1	2610852	0
B.1	4577257	0
B.1	4018907	0
B.1	4173058	0
B.1	2981297	0
B.1	7259613	0
B.1	8149234	0
B.1	5231999	2
B.1	8107881	2
B.1	3568466	1
B.1	5785442	2
B.1	521261	1
B.1	7523566	0
B.1	3458603	1
B.1	6777784	0
B.1	3383625	1
B.1	5817236	0
B.1	6705791	0
B.1	8854094	1
B.1	7636039	1
B.1	8167942	1
B.1	3953463	0
B.1	1042051	1
B.1	8291966	0
B.1	721362	0
B.1	24140	0
B.1	1746463	0
B.1	679460	0
B.1	190538	0
B.1	25230	0
B.1	5334066	0
B.1	3230116	0
B.1	7194420	0
B.1	86435	0
B.1	5303289	0
B.1	1569611	0
B.1	2122359	0
B.1	1899039	0
B.1	1569605	0
B.1	2122360	0
B.1	1863278	0
B.1	1171435	0
B.1	1175089	0
B.1	1592822	0
B.1	510911	0
B.1	7765008	0
B.1	30620	0
B.1	8908832	0
B.1	8900815	0
B.1	7437150	0
B.1	4631532	0
B.1	444970	0
B.1	151219	0
B.1	9008138	0
B.1	7474212	0
B.1	3738270	0
B.1	3738269	0
B.1	7556253	0
B.1	4308484	0
B.1	4308483	0
B.1	1065370	0
B.1	580216	0
B.1	2275578	0
B.10	8347242	3
B.10	2295309	0
B.10	1745298	2
B.10	6977779	0
B.10	8864259	1
B.10	248183	2
B.10	758888	0
B.10	805399	3
B.10	1693574	2
B.10	1693565	0
B.10	6477059	0
B.10	7528583	3
B.10	7743106	1
B.10	8093553	0
B.10	8977829	0
B.10	1064648	0
B.10	1064650	0
B.10	7787346	0
B.10	506123	0
B.10	162617	0
B.10	6602455	0
B.10	1060964	0
B.10	7787347	0
B.10	5404643	0
B.10	965103	0
B.10	1324436	0
B.10	7630297	0
B.10	7144150	2
B.10	4870007	2
B.10	219187	2
B.10	363309	1
B.10	114653	2
B.10	6132675	2
B.10	1891343	2
B.10	745103	1
B.10	6195139	2
B.10	7829536	0
B.10	248188	2
B.10	374727	2
B.10	3450230	2
B.10	608889	0
B.10	2382826	0
B.10	1838669	0
B.10	3706416	2
B.10	6578256	0
B.10	2721915	0
B.10	4526111	0
B.10	1856381	0
B.10	4838155	0
B.10	3683737	0
B.10	4408909	2
B.10	6199256	0
B.10	8005594	2
B.10	4893078	0
B.10	3976697	0
B.10	4523816	0
B.10	857940	3
B.10	6542313	1
B.10	857944	3
B.10	9135630	2
B.10	9166373	2
B.10	8440189	2
B.10	7696665	0
B.10	6062774	0
B.10	5773917	1
B.10	4151565	0
B.10	8619638	0
B.10	8127206	0
B.10	273383	0
B.10	7712246	0
B.10	132876	0
B.10	1303689	0
B.10	7704421	0
B.10	3960770	0
B.10	8241215	0
B.10	1075164	0
B.10	6841939	0
B.10	969557	0
B.10	4630105	0
B.10	2780599	1
B.10	4222024	2
B.10	4426829	2
B.10	2314234	0
B.10	2887039	0
B.10	2201032	2
B.10	2944844	1
B.10	8844129	2
B.10	1075163	2
B.10	2317799	2
B.10	8619640	1
B.10	1038334	0
B.10	6694062	0
B.10	4220436	2
B.10	5445485	1
B.10	7088077	1
B.10	4531525	0
B.10	77926	0
B.10	1291	0
B.10	150220	0
B.10	264238	0
B.10	3922236	0
B.10	6042287	0
B.10	1060962	0
B.10	4530669	1
B.10	1039843	2
B.10	1162744	2
B.10	1662024	2
B.10	1605036	2
B.10	577157	1
B.10	577159	2
B.10	1207811	0
B.10	2463482	1
B.10	8164696	0
B.10	3446281	0
B.10	902420	0
B.10	3359243	2
B.10	6070754	1
B.10	5084258	2
B.10	7604761	0
B.10	5450653	2
B.10	2498807	0
B.10	2618600	0
B.10	8348919	0
B.10	1441482	0
B.10	5980519	0
B.10	2046913	0
B.10	1281383	0
B.10	2820538	2
B.10	8281326	0
B.10	2970023	2
B.10	4906925	0
B.10	2960000	2
B.11	6908	0
B.11	1462135	1
B.11	5023914	1
B.11	2454965	0
B.11	396950	0
B.11	534184	2
B.11	694754	0
B.11	6907	0
B.11	9205657	0
B.11	8659497	0
B.11	8659503	0
B.11	4912443	0
B.11	5271822	0
B.11	320393	0
B.11	3250205	0
B.11	8571936	0
B.11	4455921	2
B.11	9230213	0
B.11	3557202	0
B.11	2635050	0
B.11	4033982	0
B.11	4811966	0
B.11	4469383	0
B.11	6721548	0
B.11	7406665	0
B.11	5706924	0
B.11	8260680	0
B.11	2565814	0
B.11	6115691	0
B.11	7441872	0
B.11	3743111	0
B.11	3907801	0
B.11	3392150	0
B.11	31012	0
B.11	1829548	0
B.11	1311751	0
B.11	303586	0
B.11	4511104	0
B.11	5705574	0
B.11	57715	0
B.11	7943690	0
B.11	5683488	0
B.11	3250207	0
B.11	2964863	0
B.11	8636281	0
B.11	3590993	0
B.11	3153003	0
B.11	902001	0
B.11	8659507	0
B.11	3250208	0
B.11	5716146	0
B.11	634907	0
B.11	3590991	0
B.11	7869162	0
B.11	6716247	0
B.11	4773084	0
B.11	7728231	0
B.11	3218950	0
B.11	5683487	0
B.11	5099689	0
B.11	4038831	0
B.11	6497778	0
B.11	854932	0
B.11	2462282	0
B.11	1375762	0
B.11	1898906	0
B.11	2818695	0
B.11	5858533	0
B.11	6235735	0
B.11	6449876	0
B.11	1445496	0
B.11	3192085	0
B.11	5384974	0
B.11	6393676	0
B.11	2258249	0
B.11	3451823	0
B.11	6995791	0
B.11	8296964	3
B.11	6647728	3
B.11	4579579	0
B.11	7781296	3
B.11	7781297	3
B.11	204235	0
B.11	8886259	3
B.11	7705623	0
B.11	8203923	0
B.11	3103742	0
B.11	5530032	0
B.11	4526987	0
B.11	8410102	0
B.11	540711	0
B.11	6789436	3
B.11	6789439	0
B.11	2625979	0
B.11	4048029	0
B.11	623854	0
B.11	6259654	0
B.11	5061703	0
B.11	5061706	0
B.11	5061705	0
B.11	6385056	0
B.11	53706	0
B.11	7246	0
B.11	12725	0
B.11	61801	0
B.11	6189322	0
B.11	7846879	0
B.11	5128368	0
B.11	1350460	0
B.11	1797992	0
B.11	854296	0
B.11	6862040	0
B.11	8641062	0
B.11	1388900	0
B.11	906810	0
B.11	538134	0
B.11	297798	0
B.11	2248865	0
B.11	437307	0
B.11	2166946	0
B.11	3068678	0
B.11	28934	0
B.11	1596578	0
B.11	8826483	0
B.11	4452652	0
B.11	2380535	0
B.11	4719748	0
B.12	3569910	1
B.12	1867365	1
B.12	5670435	3
B.12	2066273	1
B.12	1297237	2
B.12	1297236	2
B.12	3659490	0
B.12	4277228	0
B.12	7772512	0
B.12	1713284	0
B.12	4192504	0
B.12	4403310	0
B.12	2524178	0
B.12	380921	1
B.12	5613894	1
B.12	5048991	1
B.12	1297239	2
B.12	49515	0
B.12	6632554	0
B.12	5343055	1
B.12	9103210	1
B.12	7070702	0
B.12	2044268	1
B.12	1307287	0
B.12	2477784	0
B.12	396232	0
B.12	6931814	1
B.12	3736151	0
B.12	39949	0
B.12	919701	0
B.12	5397046	0
B.12	4011060	0
B.12	4393935	0
B.12	6270063	0
B.12	938496	0
B.12	2521886	0
B.12	2075374	0
B.12	2920765	0
B.12	4040519	0
B.12	5249763	0
B.12	5033184	0
B.12	705817	0
B.12	4596314	0
B.12	516179	0
B.12	3062483	0
B.12	8448692	0
B.12	8364068	0
B.12	5601901	0
B.12	4093202	0
B.12	2691096	0
B.12	3774466	0
B.12	6632645	0
B.12	2099605	0
B.12	6665358	0
B.12	2329990	0
B.12	3615544	0
B.12	2198566	0
B.12	4935286	0
B.12	5106796	0
B.12	7993268	0
B.12	5961898	0
B.12	2870	0
B.12	6878060	0
B.12	9269739	0
B.12	6468617	0
B.12	4403309	0
B.12	5106797	0
B.12	7190861	0
B.12	4403311	0
B.12	7160665	0
B.12	6133444	0
B.12	6336947	0
B.12	448459	0
B.12	32977	0
B.12	1952940	0
B.12	822662	0
B.12	4214786	0
B.12	4254376	0
B.12	1655499	0
B.12	9140471	0
B.12	474356	0
B.12	6816121	0
B.12	2285481	1
B.12	1271349	0
B.12	6405165	0
B.12	3165607	0
B.12	2990575	0
B.12	2797345	0
B.12	6265726	0
B.12	3165619	0
B.12	7672547	0
B.12	4748402	1
B.12	6721446	0
B.12	380909	0
B.12	4068793	1
B.12	2070195	0
B.12	131154	0
B.12	5113665	0
B.12	6469150	1
B.12	553751	1
B.12	1354703	1
B.12	468556	1
B.12	6565813	1
B.12	3986822	1
B.12	7073039	0
B.12	2736939	0
B.12	3387026	0
B.12	334896	0
B.12	8281987	0
B.12	33608	0
B.12	85062	0
B.12	125050	0
B.12	7642	0
B.12	1139764	0
B.12	8408675	0
B.12	3858315	0
B.12	4445556	0
B.12	6602388	0
B.12	863967	0
B.12	308332	0
B.12	662948	0
B.12	2283640	0
B.12	1615522	0
B.12	1533451	0
B.12	4347666	0
B.12	9315165	0
B.12	2668306	0
B.12	1057141	0
B.12	3927442	0
B.12	7119868	0
B.12	1125712	0
B.12	4777742	0
B.12	1821017	0
B.12	2703352	0
B.12	7029244	0
B.12	2815388	0
B.12	8561503	0
B.12	5004786	0
B.12	3440113	0
B.12	6271130	0
B.12	743563	0
B.12	2823360	0
B.12	2957237	0
B.12	7407865	0
B.12	4455930	0
B.12	6852869	0
B.12	8216279	0
B.13	706060	3
B.13	1671289	3
B.13	7769043	2
B.13	3342850	0
B.13	1710514	0
B.13	226092	0
B.13	8853583	0
B.13	342	0
B.13	730	0
B.13	6172640	0
B.13	749	0
B.13	8933406	0
B.13	7462544	0
B.13	6586545	0
B.13	3027868	0
B.13	6257690	0
B.13	4461149	0
B.13	768679	3
B.13	706054	3
B.13	2106117	0
B.13	1300121	0
B.13	3652104	0
B.13	7154815	2
B.13	8861229	0
B.13	2235569	0
B.13	2453013	0
B.13	7767266	0
B.13	5109631	0
B.13	2036674	0
B.13	7761621	0
B.13	8610115	0
B.13	3230078	0
B.13	5802268	0
B.13	6800221	0
B.13	8228652	0
B.13	1606104	0
B.13	3006960	0
B.13	358	0
B.13	5482923	0
B.13	1757	0
B.13	4318903	0
B.13	7090753	0
B.13	188	0
B.13	177	0
B.13	115	0
B.13	414875	0
B.13	685913	0
B.13	2733	0
B.13	13488	0
B.13	5690	0
B.13	2134402	0
B.13	1779495	0
B.13	3881266	0
B.13	7633693	0
B.13	8967681	0
B.13	5904293	0
B.13	8235705	0
B.13	109909	0
B.13	2354701	0
B.13	2536000	0
B.13	3634111	0
B.13	576894	0
B.13	6330982	0
B.13	8542570	0
B.13	1235874	0
B.13	9261866	0
B.13	5021127	0
B.13	3867944	0
B.13	4073196	0
B.13	1756384	0
B.13	303028	0
B.13	8101893	0
B.13	5818747	0
B.13	9124902	0
B.13	7174011	0
B.13	5021764	0
B.13	208423	0
B.13	25733	0
B.13	7703189	0
B.13	9004863	1
B.13	814722	1
B.13	9166849	0
B.13	531508	3
B.13	8870202	3
B.13	5734512	3
B.13	3116673	3
B.13	2360530	3
B.13	2173247	1
B.13	1671286	3
B.13	2451649	3
B.13	8075204	3
B.13	814714	1
B.13	1975994	0
B.13	1822291	0
B.13	2101783	0
B.13	332562	0
B.13	1729606	0
B.13	2002458	0
B.13	980336	0
B.13	1901862	0
B.13	588	0
B.13	67	0
B.13	297	0
B.13	92	0
B.13	524	0
B.13	7675463	0
B.13	4205862	0
B.13	8861762	0
B.13	5210998	0
B.13	8861763	0
B.13	8861761	0
B.13	4444711	0
B.13	7543194	0
B.13	1116525	0
B.13	242279	0
B.14	2633696	3
B.14	2711888	3
B.14	2711889	1
B.14	1277509	0
B.14	3440970	1
B.14	1801533	0
B.14	4228651	0
B.14	5649389	0
B.14	2289019	0
B.14	8015142	2
B.14	2729164	0
B.14	4411830	0
B.14	4886554	0
B.14	1045152	1
B.14	5925272	1
B.14	3117604	0
B.14	4643862	0
B.14	6410492	0
B.14	316590	0
B.14	2468662	0
B.14	7853777	0
B.14	1492781	0
B.14	6799503	0
B.14	956699	0
B.14	4219669	0
B.14	5661601	0
B.14	4416106	0
B.14	2936966	0
B.14	6310163	0
B.14	7213653	0
B.14	9001485	0
B.14	6248961	0
B.14	2745571	0
B.14	7894807	0
B.14	7719907	0
B.14	9092282	0
B.14	5951620	0
B.14	2929866	0
B.14	9275969	0
B.14	7709159	0
B.14	8730974	0
B.14	8957293	0
B.14	3304961	0
B.14	358870	0
B.14	1179620	0
B.14	7504227	0
B.14	3342414	0
B.14	2412514	0
B.14	3348546	0
B.14	3855067	0
B.14	2975660	0
B.14	5476152	0
B.14	6450007	0
B.14	1479939	0
B.14	2515718	0
B.14	3044064	0
B.14	9338554	0
B.14	8924055	0
B.14	7769526	0
B.14	6195473	0
B.14	4912432	0
B.14	6375186	0
B.14	2850222	0
B.14	8819284	0
B.14	863247	0
B.14	4557149	0
B.14	5914751	0
B.14	253072	0
B.14	2141305	0
B.14	3514006	0
B.14	6350853	0
B.14	5169991	0
B.14	5606238	0
B.14	4264277	0
B.14	9122623	0
B.14	8864248	0
B.14	7654001	0
B.14	4227963	0
B.14	3303986	0
B.14	7397900	0
B.14	3138850	0
B.14	6264053	0
B.14	2914329	1
B.14	5551327	0
B.14	7838031	0
B.14	2011671	0
B.14	5538914	0
B.14	8841253	0
B.14	731858	0
B.14	1332656	0
B.14	4777706	0
B.14	1976098	0
B.14	1286219	0
B.14	7955921	0
B.14	2732117	0
B.14	9191545	0
B.14	1101393	0
B.14	5084935	0
B.14	5084932	0
B.14	52112	0
B.14	7447053	0
B.14	363	0
B.14	10692	0
B.14	4202999	0
B.14	6719039	0
B.14	2884618	0
B.14	3938818	0
B.14	4095753	0
B.14	6243573	0
B.14	1884957	0
B.14	129422	0
B.14	439807	0
B.14	1476849	0
B.14	2132994	0
B.14	2188759	0
B.14	15386	0
B.14	1088366	0
B.14	978542	0
B.14	1151246	0
B.14	6210606	0
B.14	5817116	0
B.14	4135431	0
B.14	1718168	0
B.14	2925063	0
B.14	6310157	0
B.14	1305208	0
B.14	9229029	0
B.14	14721	0
B.14	5604479	0
B.14	2349459	0
B.14	195625	0
B.14	4480599	0
B.14	318136	0
B.14	2920912	0
B.14	3628997	0
B.14	1848761	0
B.14	1848760	0
