
Q	B.1
E	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[V!𝑥],2[V!𝑐]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[V!𝑐]]]]
R	2981284	0	[O!form-seq,0[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[V!𝑥],2[V!𝑐]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[V!𝑐]]]],1[O!in,0[V!𝑥],1[V!ℝ]]]	[1.0,0.8260869565217391,1.0]
R	1047717	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[V!𝑎],1[V!𝑥]],2[V!𝑏]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[N!3]]]]	[0.8376963350785339,0.7619047619047619,0.8421052631578947]
R	5231999	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[V!𝑎]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!4],1[V!𝑥]],2[U!times,0[N!3],1[V!𝑎]]]]]	[0.8376963350785339,0.6956521739130435,0.7894736842105263]
R	2610853	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[V!𝑐]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!4],1[V!𝑥]],2[U!times,0[N!3],1[V!𝑐]]]]]	[0.8376963350785339,0.6956521739130435,0.7894736842105263]
R	2981297	0	[U!and,0[U!eq,0[V!𝑦],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[V!𝑥],2[V!𝑐]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[V!𝑐]]]],1[F!⇒,0[U!plus,0[U!times,0[O!minus,0[V!𝑦],1[N!1]],1[O!SUP,0[V!𝑥],1[N!2]]],1[U!times,0[O!minus,0[U!times,0[N!2],1[V!𝑦]],1[N!1]],1[V!𝑥]],2[U!times,0[V!𝑐],1[O!minus,0[V!𝑦],1[N!1]]]]],2[U!eq,0[N!0]]]	[0.8376963350785339,0.3902439024390244,0.8421052631578947]
R	7636039	0	[U!eq,0[U!times,0[V!𝐶],1[V!𝑥]],1[O!divide,0[U!plus,0[V!𝑥],1[O!SUP,0[V!𝑥],1[N!2]]],1[U!plus,0[O!minus,0[N!1],1[U!times,0[N!2],1[V!𝑥]]],1[O!SUP,0[V!𝑥],1[N!2]]]]]	[0.7543520309477757,0.7894736842105263,0.6842105263157895]
R	7523566	0	[O!form-seq,0[U!eq,0[U!times,0[V!𝑎],1[V!𝑥]],1[O!divide,0[O!minus,0[O!SUP,0[V!𝑥],1[N!2]],1[N!2]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]]]]],1[U!eq,0[U!times,0[V!𝑏],1[V!𝑥]],1[O!minus,0[O!divide,0[U!plus,0[U!times,0[N!2],1[V!𝑥]],1[N!2]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]]]]]]]	[0.7543520309477757,0.4166666666666667,0.7368421052631579]
R	3568466	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[V!𝑥],1[N!1]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[N!3]]]]	[0.7294589178356713,0.875,0.7368421052631579]
R	521261	0	[U!eq,0[U!times,0[V!ℎ],1[V!𝑥]],1[O!divide,0[U!plus,0[V!𝑥],1[N!1]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[N!5]]]]	[0.7294589178356713,0.875,0.6842105263157895]
R	6777784	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!3]],1[U!times,0[N!3],1[O!SUP,0[V!𝑥],1[N!2]]],2[U!times,0[N!2],1[V!𝑥]]],1[O!minus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[N!8]]]]	[0.7228915662650601,0.6,0.7368421052631579]
R	8854094	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[V!𝑥],1[V!𝑐]],1[O!minus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!3],1[V!𝑥]],2[V!𝑐]]]]	[0.6889352818371608,0.9375,0.7368421052631579]
R	7017169	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[O!SUP,0[V!𝑥],1[N!3]]],1[U!plus,0[N!1],1[V!𝑥],2[O!SUP,0[V!𝑥],1[N!2]]]]]	[0.6753246753246753,0.7222222222222222,0.6842105263157895]
R	6705791	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!4]],1[O!SUP,0[V!𝑥],1[N!2]],2[N!1]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!3]],1[N!1]]]]	[0.6753246753246753,0.7222222222222222,0.631578947368421]
R	2315434	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!4]],1[O!SUP,0[V!𝑥],1[N!2]],2[N!1]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[V!𝑥],2[N!1]]]]	[0.6753246753246753,0.6842105263157895,0.6842105263157895]
R	1951652	0	[U!eq,0[V!𝑦],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[V!𝑎],1[V!𝑥]],2[V!𝑏]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[N!3]]]]	[0.6753246753246753,0.6842105263157895,0.6842105263157895]
R	4809176	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[V!𝑎],1[V!𝑥]],2[N!1]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[V!𝑥],2[N!1]]]]	[0.6753246753246753,0.6842105263157895,0.6842105263157895]
R	8087471	0	[U!eq,0[U!times,0[V!𝐹],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[V!𝑎],1[V!𝑥]],2[N!1]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[V!𝑥],2[N!1]]]]	[0.6753246753246753,0.6842105263157895,0.631578947368421]
R	8047696	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[F!sin,0[U!times,0[N!2],1[V!𝑥]]]],1[U!plus,0[U!times,0[N!2],1[V!𝑥]],1[+!F!cos,0[O!SUP,0[F!cos],1[N!2]],1[V!𝑥]]]]]	[0.6753246753246753,0.5909090909090909,0.6842105263157895]
R	5817236	0	[U!eq,0[O!divide,0[V!𝑥],1[O!minus,0[V!𝑥],1[N!1]]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[N!2]]]]	[0.6753246753246753,0.5909090909090909,0.6842105263157895]
R	5785442	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!minus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!3],1[V!𝑥]]],1[N!4]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!3],1[V!𝑥]],2[N!4]]]]	[0.6753246753246753,0.5909090909090909,0.631578947368421]
R	8167942	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[U!times,0[N!3],1[O!SUP,0[V!𝑥],1[N!2]]],1[U!times,0[N!6],1[V!𝑥]],2[N!6]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!4],1[V!𝑥]],2[N!5]]]]	[0.6753246753246753,0.5652173913043478,0.631578947368421]
R	3953463	0	[U!eq,0[O!divide,0[O!partialdiff,0[V!𝑤]],1[O!partialdiff,0[V!𝑥]]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!4],1[V!𝑥],2[V!𝑦]],2[O!SUP,0[V!𝑦],1[N!2]]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥],2[V!𝑦]]]]]	[0.6753246753246753,0.5,0.6842105263157895]
R	8107881	0	[O!form-seq,0[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!minus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]]],1[N!4]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[N!4]]]],1[O!in,0[V!𝑥],1[V!ℝ]]]	[0.6753246753246753,0.5,0.6842105263157895]
R	6045604	0	[U!and,0[U!eq,0[V!𝑦],1[U!times,0[V!𝑓],1[V!𝑥]]],1[U!eq,0[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[V!𝑎],1[V!𝑥]],2[V!𝑏]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[N!3]]]],2[U!eq,0[V!𝑘]]]	[0.6753246753246753,0.5,0.6842105263157895]
R	3383625	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[V!𝑥],1[N!3]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[V!𝑎],1[V!𝑥]],2[N!9]]]]	[0.6211764705882353,0.75,0.631578947368421]
R	2610852	0	[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[V!𝑐]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!4],1[V!𝑥]],2[U!times,0[N!3],1[V!𝑐]]]]	[0.6211764705882353,0.631578947368421,0.5789473684210527]
R	1042051	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[O!minus,0[O!SUP,0[V!𝑥],1[N!2]],1[N!2]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[N!2]]]]	[0.5911330049261083,0.8,0.631578947368421]
R	1051844	0	[U!eq,0[V!𝑦],1[O!divide,0[U!plus,0[O!minus,0[O!SUP,0[V!𝑥],1[N!2]],1[V!𝑥]],1[V!𝑐]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[V!𝑥],2[U!times,0[N!2],1[V!𝑐]]]]]	[0.5670103092783506,0.6111111111111112,0.42105263157894735]
R	5731453	0	[U!eq,0[U!times,0[O!SUB,0[V!𝑓],1[M!L-2,0[V!𝑎],1[V!𝑏]]],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!4]],1[U!times,0[V!𝑎],1[O!SUP,0[V!𝑥],1[N!2]]],2[V!𝑏]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[N!1]]]]	[0.5670103092783506,0.4583333333333333,0.5263157894736842]
R	4173058	0	[O!divide,0[U!plus,0[V!𝑥],1[N!4]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]],2[N!5]]]	[0.5128205128205129,0.8333333333333334,0.5263157894736842]
R	3458603	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[N!1]],1[U!plus,0[O!minus,0[O!SUP,0[V!𝑥],1[N!2]],1[U!times,0[N!2],1[V!𝑥]]],1[N!1]]]]	[0.5128205128205129,0.5263157894736842,0.5263157894736842]
R	5029175	0	[U!eq,0[U!times,0[V!𝑓],1[V!𝑥]],1[O!divide,0[U!plus,0[U!times,0[N!3],1[O!SUP,0[V!𝑥],1[N!2]]],1[U!times,0[V!𝑚],1[V!𝑥]],2[V!𝑛]],1[U!plus,0[O!SUP,0[V!𝑥],1[N!2]],1[N!1]]]]	[0.5128205128205129,0.5,0.5263157894736842]
R	2293376	0	[U!eq,0[U!times,0[O!SUB,0[V!𝑀],1[V!𝑐]],1[V!𝑥]],1[O!divide,0[U!plus,0[V!𝑥],1[V!𝑐]],1[U!plus,0[N!1],1[U!times,0[V!𝑥],1[V!𝑐]]]]]	[0.4585987261146497,0.6,0.47368421052631576]
