
Q	B.1
E	[V!f[M!()1x1[=[O!divide,o[V!x[+[V!x[+[V!c]]]],a[N!2]],u[V!x[+[N!2[V!x[+[V!c]]]]],a[N!2]]]],w[V!x]]]
R	2981284	0	[V!f[M!()1x1[=[O!divide[&comma;[V!x[∈[V!ℝ]]]],o[V!x[+[V!x[+[V!c]]]],a[N!2]],u[V!x[+[N!2[V!x[+[V!c]]]]],a[N!2]]]],w[V!x]]]	[1.0,0.8181818181818182,1.0]
R	2981297	0	[V!y[=[O!divide[⇒[M!()1x1[V!x[+[M!()1x1[V!x[+[V!c[M!()1x1[=[N!0[.]]],w[V!y[-[N!1]]]]]]],w[N!2[V!y[-[N!1]]]]]],a[N!2]],w[V!y[-[N!1]]]]],o[V!x[+[V!x[+[V!c]]]],a[N!2]],u[V!x[+[N!2[V!x[+[V!c]]]]],a[N!2]]]]]	[0.8284023668639053,0.38461538461538464,0.8333333333333334]
R	6705791	0	[V!f[M!()1x1[=[O!divide,o[V!x[+[V!x[+[N!1]],a[N!2]]],a[N!4]],u[V!x[+[N!1]],a[N!3]]]],w[V!x]]]	[0.7711864406779662,0.875,0.6111111111111112]
R	1047717	0	[V!f[M!()1x1[=[O!divide,o[V!x[+[V!a[V!x[+[V!b]]]]],a[N!2]],u[V!x[+[N!2[V!x[+[N!3]]]]],a[N!2]]]],w[V!x]]]	[0.7711864406779662,0.7368421052631579,0.7777777777777778]
R	5231999	0	[V!f[M!()1x1[=[O!divide,o[V!x[+[N!2[V!x[+[V!a]]]]],a[N!2]],u[V!x[+[N!4[V!x[+[N!3[V!a]]]]]],a[N!2]]]],w[V!x]]]	[0.7711864406779662,0.7,0.7222222222222222]
R	2610853	0	[V!f[M!()1x1[=[O!divide,o[V!x[+[N!2[V!x[+[V!c]]]]],a[N!2]],u[V!x[+[N!4[V!x[+[N!3[V!c]]]]]],a[N!2]]]],w[V!x]]]	[0.7711864406779662,0.7,0.7222222222222222]
R	6045604	0	[V!y[=[V!f[M!()1x1[=[O!divide[=[V!k]],o[V!x[+[V!a[V!x[+[V!b]]]]],a[N!2]],u[V!x[+[N!2[V!x[+[N!3]]]]],a[N!2]]]],w[V!x]]]]]	[0.7711864406779662,0.6086956521739131,0.7777777777777778]
R	3568466	0	[V!f[M!()1x1[=[O!divide,o[V!x[+[N!1]]],u[V!x[+[N!2[V!x[+[N!3]]]]],a[N!2]]]],w[V!x]]]	[0.71395881006865,0.8666666666666667,0.7222222222222222]
R	521261	0	[V!h[M!()1x1[=[O!divide,o[V!x[+[N!1]]],u[V!x[+[N!2[V!x[+[N!5]]]]],a[N!2]]]],w[V!x]]]	[0.71395881006865,0.8666666666666667,0.6666666666666666]
R	2315434	0	[V!f[M!()1x1[=[O!divide,o[V!x[+[V!x[+[N!1]],a[N!2]]],a[N!4]],u[V!x[+[V!x[+[N!1]]]],a[N!2]]]],w[V!x]]]	[0.71395881006865,0.7222222222222222,0.6666666666666666]
